Insult,Date,Comment
0,20120620005539Z,"""Really. And you'll get an honest opinion on the injury you received stopping that mugger. It must have been painful falling on that exact same spot when you went tubing, but I'm sure you shrugged it off like the hero you are."""
0,,"""here is the steps guys :\\n\\n1) download Ifile from cydia\\n\\n2) go to var/mobile/library/prefrence\\n\\n3)deleted com.apple.assistend.plist\\n\\n4)deleted com.apple.support.plist (optional)\\n\\n5)install crt\\n\\n6) enjoy siri (^_*)"""
1,20120320052024Z,"""hey cock sucker i have a decent job so before you go running that big dick sucker of yours get the facts straight and if you were actually a hard ass you would come say this shit to my face you pansy piece of shit next time you want to talk shit to me post it with your mother fucking name nigga"""
0,20120527211543Z,"""DAMN, YOU GUYS WOKE UP BABY BRON BRON AND NOW HE' CHOKING"""
0,20120514050427Z,"""Wow you are back, happy days are here again, I don't like to see\xa0the Nats lose but the upside when they do is that we can count on you to show up. BTW I was impressed with that cute little Henry the 9th jingle, I bet you have a ton of em. I am extremely honored that you replied to MY comment, now this board will respect me, now that I am the one that you responded to. WHAT AN HONOR. Well Glum, you keep up the good work and keep posting on here because I find you very motivational, don't forget, you stay away from all of those other boards, we want you to use all of your little brain cells on OUR board. You D'Man!!!"""
0,20120529213619Z,"""Well as long as you're cool with it..."""
0,,"""So, from the article it\\xe2\\x80\\x99s clear that Suarez feels he has nothing to apologise about,not because he\\'s no racist, but because of some unwritten law.......""what happens on the pitch, stays on the pitch and that\\'s the end of the story.""....basically admitting something went on,not denying it at all  \\n\\n \\n\\nFrom the Scousers we are getting \\xe2\\x80\\x9cEvra got what he deserved.\\xe2\\x80\\x9d Dispelling the myth that they support Suarez because it was all a misunderstanding, but supporting him because they agree with his racist comments. Shameful."""
1,20120619234139Z,"""You can't sing, and you can't pray but you can wahoo it up over gay rape..just plain fuck liberals..all of them..and knock the dog shit out of them first if you are so inclineds."""
0,,"""@JasonHairyDawg @trumely Jason I have never said anything but how i was not happy w/the way we only signed 19 players and i am stoned for it b/c im not being"" positive and seeing things the way some think i should"". How is that right? Why should i be bashed on here b/c i have an opinion? I never said anything about UGA needing to sign 3* players or signing s/one just to sign them. That is just false witnessing in any stance. I believe we have too many good players in state to just sign 19. What is wrong w/that?"""
0,20120530005457Z,"""Tell him to hang in there look at Brian Baker for inspiration"""
1,20120620123151Z,"""Absolutely moronic and unable to see the just motivation for legislation.\n\nDrink driving is a crime, not drinking alcohol. Why can you not comprehend that? Are you really that fucking stupid?"""
0,20120528035824Z,"""Anthropophagy.. it's the other white/semi white meat"""
0,,"""I too am guilty of over moisturizing my hair.  Its hard to get that balance sometimes.  I started using protein based conditioners such as Aubrey Organics GPB weekly and heavy duty protein treatments every 6 weeks and that's been helping a lot.  """
0,20120527204227Z,"""My daddy says he is pissed because he aint gettin ""Reggies Love"" anymore.\n\nCan someone explain this to me?\n\nAfter all I am only 14 years old....\n\nYeah."""
0,20120611212701Z,"""...well, OK.\n\n You're off the hook for now, but we'll be watching you."""
1,20120620132941Z,"""Quit..fucking..with my trolling..douche"""
1,20120612113054Z,"""Poor baby, you didn't get your extreme santorum, Ron Paul, or any of the other losers. Vote for Obama punk! You are a bitter ""Coney Island Whitefish"" that never had a chance to be used. You are worthless and a pintless ideologue bigot... Your sentiment of vitriol comes at know surprise. you must have given a a bunch of money away.... Poor baby (literally). Punk!"""
0,20120502215838Z,"""So the Chiefs are better then the Packers? If your saying all your losses mean the other team is better then you."""
0,20120610044330Z,"""If the Pope had an alligator would that make then safe pets for kids?\n\nYou say nothing to deny the overwhelming number of people and pets killed by them- that is a fact nobody here has been able to effectively dispute. \n\nWhat does the fact that celebrities owned a breed mean?  50 cent is a no talent rapper who has been arrested how many times now????   Have you checked how may people on your list have been arrested???  How many gang bangers in jail have Pit Bulls waiting for them at home?  It is certainly not a list of intelligent people anyhow.  What celebrities do has no bearing on the breed and does not excuse how dangerous they are. If you think that is a list of intelligent people, heaven help you.\n\nNixon had a Beagle & was a crook- so?"""
0,20120618204847Z,"""No, because you are wrong."""
1,20120320051907Z,"""Wow, you really shouldn't suck your daddy's dick with that mouth."""
1,20120609225151Z,"""It would only be news to you if it were reversed.  We get it now and get it with your every post.  You are a liberal puke that champions every liberal cause.  Got it glea."""
0,20120618234615Z,"""They prefer it when they're working for the police, or when they're not the target of the police investigation. \xa0But... \xa0:)"""
1,20120320104220Z,"""You're a turd Neil and will always be one.\xa0 Picking on a rookie...yeah big tough guy.\xa0 No worries....you'll get yours one day.....loser."""
0,20120609194342Z,"""Hurry call them, so they can arrest the Party Leader, Randy Reuidich"""
1,,"""are you watching or partisapating ill kill you\\xc2\\xa0 hes your not your point and ur ugly and who do you think you are\\xc2\\xa0 you saw thats not enough how many times dose he halt too watch her go\\xc2\\xa0 thats faking it likewats you people fit mad. you dont get it i was not there rite here you hurt my feelingz they think he likes you tou think youll live i s that true ...if you come near my man or my family down here in Louisiana I would rip your eyeballs out with my fingernails. . . I dont need no gun, no knife, I would bloody kill you birch!"""
1,20120619231042Z,"""How is defending your child vigilante justice?\n\nWhy are you defending a child rapist?\xa0 Are you a closet pedo?"""
0,20120618220314Z,"""1st try-Extra grenade\n2st try- Extra grenade(i almost punched my computer)\n3st try-Bushmaster(i kissed my computer)\n4st try-500 GP(goddammit)\n5 and 6st try-katana(well fuck it)\nAk47 gold and berreta doesnt like me D:"""
0,20120611211841Z,"""This guy is awesome. Saw him interviewed on DemocracyNow a month or 2 back. Good on him. A TRUE American."""
0,20120618192740Z,"""Always in our thoughts, you and your gorgeous babies, always feel our love and respect coming your way , you are an inspiration to many of us, and I know Sandra, Irene and everyone else\xa0 say it better than I\xa0 ever can xxx"""
0,,"""@jsdavis13 True. You'd think that the Christians who are so hell bent into forcing religion into public life would be using it to do the things Jesus talked about. He never said a word about gays or when the soul enters the body. He spent all of his time hanging out with prostitutes and the poorest of the poor telling rich people it would be very hard for them to get into heaven. Remember the sermon about when I was hungry you did not feed me, because what you do for the least of these you also do unto me? I don't much think Jesus cares how we care for each other, as long as we do. A hungry kid doesn't care if dinner came from food stamps or from a loving donation. My guess is he would not think highly of a society that leaves issues like hunger and medical care to the whims of its donor class."""
0,20120611184524Z,"""next time try to offer suck his dick, maybe it will help..."""
0,,"""Dont mention social security or they will arrive by the coach load."""
0,20120620021809Z,"""DUDE ABC. the thunder is winning still.............................."""
0,20120620134808Z,"""umm \xa0he was a strong swimmer... he obviosly passed out and landed in the pool. \xa0Did you even read the story?"""
1,20120320145702Z,"""Eat shit and die Andrew"""
0,20120612021455Z,"""Alien 3 was full of metaphor, subtext, and deeper meaning too. Still ""sucked"". Deep does not equal smart does not equal good.\nThis is quite fascinating, its like the opposite of that ME3 debacle where people would constantly post the same you tube deconstruction of how the game went wrong, despite all the fun they had actually playing the game. In this case, this particular writer and the comments do a similar deconstruction, yet he explicitly says ""it's still fun tho"" and people are still butthurt."""
0,20120619171029Z,"""Yes, you have been attacked by your\xa0 biggest prison in the world."""
1,20120619113434Z,"""you're\xa0clearly a nigger ^^"""
0,20120612035550Z,"""SOY INGENIERO EN JARDINERIA\nY ES YARDERO...\nY NO SE USAN INSECTIZIDAS\n SI NO FERTILIZANTE Y IO NO LO \nAPLICO SOLO OPERO LAS.MAQUINASSSS\nDESDE.UNA 21. HASTA UNA 113"""
0,20120514050444Z,"""I don't really blend in anywhere I go in fairness. I do like you do despite your arrogance <s>not that I can talk</s> on some issues."""
0,20120619185525Z,"""Is this the kind of balloon WORLD CLASS CITIES HAVE? In that case, we should get two or three... we need all the class we can get here..."""
0,20120620010941Z,"""@Nonstopdrivel\xa0\xa0@Natesweet\xa0\xa0@LKP No Limits\xa0\nAppeal to authority is a classic logical fallacy."""
1,20120611102406Z,"""Its not after 2\n  innings for India A you jer*k off..i am sure a dou*che*bag like you cannot\n  remember the priceless 50 he scored in 4th innings of the test match that he\n  won for India against South Africa..and tons of such innings at the state\n  level..but i guess di*ckheads like u are on a shi*t pile diet to understand\n  any of it..think twice before opening the drainage pipe that is ur mouth u\n  los*er"""
1,20120529211330Z,"""In the north, social service would take away her brother. Stupid!"""
0,20120609164546Z,"""Go get a nice education, learn a little about what made America great, then get a job and do it well and work your way up.\xa0 Some day you'll have money, too.\xa0 Ohhh, and . . .\xa0 stop your envious whining."""
1,20120528154653Z,"""snap out of it you are so biased, whould you say the same if saddam hussain was still in power. or would you do what most shia's did including Iran , go against saddam at any cost even if you have to lie to get bush to enter the war,.dont talk about syria or iran being anti Israel. Iran never fourght a war in the name of islam read history, they are an obstical in the way of islam..,,,\n\n.""""Regarding killing of people no body knows who is doing this""""___________ ,\xa0what the syrians who live in the neghbourhood are they \xa0blind maybe there oppressed\xa0 but not dumb, , ? you sound like the assad regime who lie evry time."""
1,20120619172724Z,"""all you do is sit on this site and hate on every successful artist. You are the epitome of a crab you broke muther fucker! Dumb bitch"""
0,20120515222936Z,"""i wanna fuck her pussy all night long"""
0,,"""That seemed weird. \\xc2\\xa0The acting was odd to me. \\xc2\\xa0I guess that's what happens when you are mid scene. \\xc2\\xa0Or when your one night fling leads to a crib and playpen the next day. \\xc2\\xa0Is this women going to end up good and trapped in a supernatural existence or is she going to be the evil witch who will kill her own daughter if she strays too far? \\xc2\\xa0Guess we wait until Friday."""
0,20120515184008Z,"""Talking crap on an anonymous board - your family must be so proud!"""
0,20120619003938Z,"""Well, at least we know what is on your mind."""
1,20120618194243Z,"""do you have any proof that Romney stole anything? Or are you just a stupid libtard troll?"""
0,,"""Not fair? He has tested positive for a banned performance enhancing drug. The investigation found no proof that it could have been meat. No cases have ever been found with Spanish meat nor other cyclists. He has a ban just like many others who have tested positive, in all sports, why should he be different. He should have taken the 1 year ban originally set, but no, Spain had to cover it up, and the president even got involved to get it overturned. Seems not just Contador wants to win at all costs, Spain too! Contador knew Schleck chain had come off, but broke the unwritten rule. He showed then he would prefer to win at all costs, no matter about morals."""
0,20120610144057Z,"""This sorta reminds me of that Miss Potter movie, you know the begining where she is puttting  certain colors together to get the perfect shade of blue....?"""
0,20120530024012Z,"""In the past day we've seen Zombies in Miami and now Robots. We're fucked. Get your guns."""
1,20120529020857Z,"""Tell me how the bridge can be fixed. \xa0Oh, you can't. \xa0Get off your soapbox, retard."""
1,20120618223932Z,"""First of all, fuck Nickelback.\n\nSecond, while I agree with you that 30 may be a little high (ahead of Johnny Cash and Michael Jackson? Eh.), it's important to remember that Nirvana, and Kurt in particular, were the face of angsty teens and young adults everywhere and still are to this day."""
0,,"""Do yuo sometimes laugh uncontrollably at night? I just had that ..."""
0,20120620030247Z,"""Ouch I wouldn't call her a turd jeez I mean she is not a very talented actor or a model but she isn't a turd."""
0,,"""@chargersbuzztap new England lnfaoooo"""
1,20120320184551Z,"""you are soooo dumb!"""
0,20120529011350Z,"""@Savage_Beast\xa0\xa0@Marbbles\xa0dude's gonna be a hell of a defenseman. \xa0Him and McBain are going to be a real solid pairing for the Canes. \xa0They're gonna be pretty good in a few years, they got a lot of young talent"""
1,20120618222736Z,"""And while you're at it, please prove how your ""point"" related to past draconian laws that banned inter-racial marriage?\xa0 That intent was to ""ban"" mixed races.\xa0 Just stop it please! You are insulting intelligence."""
0,20120619154620Z,"""Let them eat cake...\n\nWords that lit the French Revolution.\n\nWhat words will Americans have to hear?\n\nEat the Rich..."""
1,20120620180733Z,"""Where's all the Ron Paul trolls, to defend this\xa0piece of shit?"""
0,20120612034933Z,"""Emontional restitution sounds like you tried to cash in but failed"""
0,,"""i like his films ...put more fighting in Vin .....maybe team up with Jason Statham (transporter)"""
1,20120612000650Z,"""i love how yo are a complete moron, and you havvee to be a complete retard to hate naruto, like seriously man? can you even form proper sentences? well, OBVIOUSLY NOT."""
1,20120611120914Z,"""You are a COMPLETE idiot...not even a partial."""
1,20120610064220Z,"""da fuck this nigga talkin bout? everything this hoe was doing was turning me on......this nigga gay"""
0,20120530150813Z,"""Irony is not in most conservative's vocabulary."""
0,20120502192711Z,"""He killed himself like a little sissy.\n\nGOOD RIDDANCE SCUMBAG"""
0,,"""Hello wshh it is I again Nastasha. For the record no I do not strip. I'm on South Beach Ocean Drive leaving a pool party. Get over yourselves. I love me, and at the end of the day u can think what u want. An opinion is like an ass and everybody has one. I live life and have fun btw IM DISEASE FREE BITCHES. I was born with a fat ass. I can't help it........BUT YEAH YOU FUCKIN RIGHT I LOVE IT. YOU WOULD TOO...S/O to PITTSBURGH"""
0,20120611181837Z,"""I like the idea of charging gang members as members of a criminal syndicate. However, if all they do is lock up the leadership they just perpetuate the splintering that took place after the Feds did the same thing. That hasn't worked out so well.\n\nLA is the only other city that seems to have quite this pervasive a gang culture. What are other cities doing?"""
1,20120620084802Z,"""@bizora2:disqus you are a pathetic nobody."""
0,20120610001406Z,"""I'm a vet rob! How bout you? Now you know why some of us are not impressed with the street thug culture. Their are some bad $#@ people in this world. Expand your horizons, son. I used to think like you until I came up aginst some other culture that wasn't afraid of me and my culture."""
0,,"""Great Scott\\nStephen F. Hayes\\nFebruary 20, 2012, Vol. 17, No. 22\\n\\nThroughout the 2012 election cycle Republicans have pined for a bold, conservative reformer\\xe2\\x80\\x94a leader courageous enough to make difficult choices and articulate enough to explain them to a skeptical public. The good news is they have such a candidate. The less good news: Scott Walker isn\\xe2\\x80\\x99t running for president. He\\xe2\\x80\\x99s running to hang on to his job as governor of Wisconsin.\\n\\nWalker is the target of a recall effort funded by national labor unions. Why? Reforms he made to balance the budget have dramatically diminished the influence of public employee unions. If not reversed, these reforms will inspire similar efforts across the country, and the outsized power of public sector unions will finally be reined in.\\n\\nThe election in Wisconsin\\xe2\\x80\\x94which will happen in late spring or summer\\xe2\\x80\\x94could have a profound impact on the 2012 presidential race, with the winning side emerging from the battle organized and energized in one of the most important swing states this November.\\n\\nWalker came to office in the Republican wave of 2010. He inherited a mess. Under his profligate predecessor, Jim Doyle, state government had operated almost as a slush fund for public employee unions. Giveaways to teachers and others put the state on an unsustainable fiscal path, so Doyle raised some taxes and threatened to raise others. He raided a state fund set up to cover medical liability, essentially stealing contributions doctors had made to the pooled account. The Wisconsin Supreme Court ruled against that pilfering, but the money had already been spent. Even after budget gimmickry that would make Fannie and Freddie blush, the official deficit was $3.6 billion.\\n\\nJust over a year later, Walker and the Republicans in the state legislature have nearly eliminated the deficit. For the two-year budget cycle, the state will show a $143 million shortfall because the stagnant economy has resulted in lower tax receipts than had been projected. But the shortfall is for the first half of the cycle; Wisconsin will run a surplus in the current fiscal year. And Walker said last week that he will eliminate the remaining shortfall without raising taxes. It\\xe2\\x80\\x99s a credible claim. He reduced the deficit without raising taxes. In fact, one of his first moves upon being sworn in was to cut taxes on businesses. His subsequent reforms have allowed property tax receipts to go down for the first time in years\\xe2\\x80\\x94by some $47 million.\\n\\nThe recall vote Walker faces comes because of these results. The key to his success was his restructuring of health and retirement benefits for many state employees, asking them to contribute 5.8 percent of their salary to their pensions (up from 1 percent or less) and to pay 12.6 percent of their health insurance premiums (up from 6 percent or so).\\n\\nEven some of the governor\\xe2\\x80\\x99s harshest critics acknowledged that such changes were reasonable. \\xe2\\x80\\x9cWalker is right about one thing,\\xe2\\x80\\x9d wrote Eugene Robinson, liberal columnist for the Washington Post. \\xe2\\x80\\x9cWhen it comes to pensions and benefits, public workers in Wisconsin have a sweet deal. .\\xe2\\x80\\x89\\xe2\\x80\\x89.\\xe2\\x80\\x89\\xe2\\x80\\x89. It\\xe2\\x80\\x99s easy to see why the average private-sector worker in Wisconsin\\xe2\\x80\\x94probably paying upward of 25 percent toward health insurance costs and struggling to tuck away something, anything for retirement\\xe2\\x80\\x94might agree with Walker.\\xe2\\x80\\x9d\\n\\nWalker understood from his years as Milwaukee County Executive that such changes could not occur without dramatic reforms of collective bargaining for public employee unions. So he proposed them, and Republicans in the state legislature made them law. The reforms also ended compulsory union membership.\\n\\nThe unions correctly understood these changes as a mortal threat. Without compulsory membership, unions would lose a major source of funds. And without the ability to bargain collectively for benefits, the unions would lose their most compelling argument to convince public employees to contribute a chunk of their income\\xe2\\x80\\x94in many cases more than $1,000 per year\\xe2\\x80\\x94for the privilege of membership. So they took to the streets in massive numbers and pressured the Democrats they\\xe2\\x80\\x99d elected to do everything possible to sabotage Walker\\xe2\\x80\\x99s plan. Democrats in the state senate fled to Illinois. Protesters occupied the state capitol. The fight captured national attention for months in 2011.\\n\\nThe unions lost that battle, but they did not give up the war. They launched an aggressive effort to recall several Republicans in the state senate with the hope of reversing the reforms before it became clear that they were working. They spent heavily\\xe2\\x80\\x94an estimated $30 million\\xe2\\x80\\x94and lost again.\\n\\nMeanwhile, the results of the changes began coming in. In Milwaukee, the reforms saved some $11 million, an embarrassing windfall for Democratic mayor Tom Barrett, who had predicted that the city\\xe2\\x80\\x99s structural deficit would \\xe2\\x80\\x9cexplode.\\xe2\\x80\\x9d Localities across the state have seen similar savings. There is no disputing the central fact of Walker\\xe2\\x80\\x99s tenure as governor: His reforms are working.\\n\\nThat\\xe2\\x80\\x99s a huge problem for the public employee unions as they try to convince Wisconsinites that the man responsible for this dramatic turnaround should be recalled. So they\\xe2\\x80\\x99re focusing on two other issues: his 2010 campaign and an investigation into the activities of former Walker employees.\\n\\nTheir first complaint is that Walker didn\\xe2\\x80\\x99t campaign on the specific changes he would make to collective bargaining. Walker concedes that there is some truth to the claim. He wasn\\xe2\\x80\\x99t more specific, he says today, because he did not yet know exactly how he would make the changes to collective bargaining. But Walker is conceding too much. He didn\\xe2\\x80\\x99t provide a point-by-point proposal to restrict collective bargaining, but it was no mystery that he\\xe2\\x80\\x99d make dramatic changes. Ryan Murray, a top policy adviser to Walker\\xe2\\x80\\x99s 2010 campaign, made that clear to the Milwaukee Journal Sentinel in describing the changes to public employee health and retirement benefits. \\xe2\\x80\\x9cThe way the proposal would work is we would take the choice out of the collective bargaining process,\\xe2\\x80\\x9d he said in comments published on August 29, 2010.\\n\\nDid that mean an end to collective bargaining over benefits? The reporter certainly seemed to think so. \\xe2\\x80\\x9c[Murray] said school districts often have some of the most expensive health benefits in Wisconsin and could receive cheaper insurance through the state if they didn\\xe2\\x80\\x99t have to negotiate with unions about who would insure their members.\\xe2\\x80\\x9d Christina Brey, a spokesman for the Wisconsin Education Association Council, the leading teachers\\xe2\\x80\\x99 union, had the same understanding. \\xe2\\x80\\x9cOur members oppose taking away their rights to collective bargaining, so they would definitely raise their voices against it.\\xe2\\x80\\x9d Another teachers\\xe2\\x80\\x99 union, the American Federation of Teachers, distributed flyers to its members warning that Walker would \\xe2\\x80\\x9cvoid parts of labor contracts\\xe2\\x80\\x9d\\xe2\\x80\\x94something that couldn\\xe2\\x80\\x99t happen without changes to collective bargaining laws.\\n\\nIn light of the success of Walker\\xe2\\x80\\x99s reforms, complaining about what he said in 2010 seems unlikely to win many votes. So Walker\\xe2\\x80\\x99s opponents want to change the subject. Last week, Mike Tate, chairman of the Wisconsin Democratic party, toured the state in an attempt to link Walker more closely to an investigation of some of his former employees. Here again, Democrats have resorted to distorting reality in order to smear Walker.\\n\\nThere are two separate issues. In the first, a woman who worked for Walker when he was Milwaukee County executive was found posting political comments on the Milwaukee Journal Sentinel\\xe2\\x80\\x99s website during working hours. She resigned in May 2010.\\n\\nThe second involves two former Walker employees who allegedly stole money from a veterans\\xe2\\x80\\x99 organization that worked with the county on an event held at the Milwaukee County Zoo. John Chisholm, Milwaukee\\xe2\\x80\\x99s district attorney, has been investigating the claims for 20 months. There is no indication Walker knew about the employees\\xe2\\x80\\x99 activities, much less condoned them. Chisholm has said that Walker is not a target of the investigation\\xe2\\x80\\x94which only exists because Walker requested it when he was presented with the facts.\\n\\nSome Wisconsin Republicans, pointing out that Chisholm is a Democrat and highlighting the steady stream of leaks coming from his office, are growing concerned that the investigation is a political witch hunt, designed to bloody the governor before voters cast their ballots. Walker, for his part, says that he believes Chisholm is an \\xe2\\x80\\x9cearnest\\xe2\\x80\\x9d prosecutor who will conduct a fair investigation. That\\xe2\\x80\\x99s probably overly generous.\\n\\nThe coming battle for Wisconsin will be a difficult fight for Republicans. Democrats have shown that they are willing to do just about anything to win. Unions are fighting this battle as if their very existence depends on a victory\\xe2\\x80\\x94and it might.\\n\\nFor conservatives, the fight is about much more than one man in one state. A Walker defeat would send a message that political courage does not pay and political thuggery does. Walker doesn\\xe2\\x80\\x99t like to talk about the effect the past year has had on him and his family, but it hasn\\xe2\\x80\\x99t been pleasant. He has been subjected to numerous death threats. His wife, Tonette, has been verbally assaulted more times than she can count. His two teenaged boys have been targeted on Facebook. His modest home in Wauwatosa has been the site of several union protests. Last month, a protester outside Walker\\xe2\\x80\\x99s State of the State speech told State Senator John Kleefisch that his wife, Lieutenant Governor Rebecca Kleefisch, is a \\xe2\\x80\\x9cf\\xe2\\x80\\x94ing whore.\\xe2\\x80\\x9d\\n\\nWalker has been willing to endure these attacks to turn his state around and defend conservative principles. Conservatives should rally behind him.\\n"""
0,20120530050925Z,"""'Ewe'?..........Thinking about you last date.........."""
1,20120530000434Z,"""Go fuck yourself you dumbass bitch. MEGAN FUGATE IS A DIRTY ASS LYING GUTTER SLUT FUCKIN WHORE AND I WOULD SHOOT THAT BITCH MYSELF. and you don't know shit about the trial. DON'T YOU EVER TALK SHIT ON MIKE OR DYLAN YOU FUCKIN CUNT. And yeah Dylan was there that night it fuckin happened you dumb bitch. You don't know shit I know EVERYTHING. so go bury yourself a fuckin hole, lay in it, and fuckin die and we can put Megan fugate right next to you:)) and you both can fuckin die and rot in hell together you dumb piece of shit cunt. Go fuckin die so I can shit and piss on your grave."""
0,20120610152058Z,"""You DO need it because you ARE a good mom!!!"""
0,20120611205802Z,"""Interesting the wonderful kcstar took down my post and link to the story about the coke dealer flying on the team plane with mu's basketball team......."""
1,20120619031813Z,"""make your mother stop spreading Herpes"""
0,20120611174813Z,"""I'm more than happy to give you my $.02.  You will never get the type of investors you need.  You need to think about changing your crazy business model.  Considder that my investment,"""
1,20120619191110Z,"""Straight douche, wish it was you, you worthless, racist, coward piece of shit"""
1,20120529020654Z,"""you're an idiot"""
1,20120618213009Z,"""Why would I want to meet you?\xa0 You have absolutely no redeeming qualities based on your delusional posts."""
0,20120528035013Z,"""The Mets are a joke and no I'm not mad, just loving seeing you choada's get excited"""
0,,"""The loony left is left are terrified they might have to get off their lazy ass and work."""
0,20120612151312Z,"""I agree to a point.\xa0 I beieve that a lot of today's violence is due in part to the change we all got in 2008.\xa0 People are desparate and many are willing to do the unthinkable.\xa0 I can't imagine what would make a father do this in front of his children, though.\xa0 This is something they certainly,\xa0didn't need to be present for."""
0,,"""And Millwall thought they were hard !"""
0,20120611220851Z,"""21st century conservatism:\nManufactured outrage."""
0,20120611180304Z,"""hows come you don't get nobody clicking your like button? \xa0That should be something you think about alot, it means something, it means you are wrong."""
0,20120530030522Z,"""I agree wholeheartedly with you on Ali, who I just recently started following on Twitter and Facebook. My problem with Walker is his stupid actions are a black eye to everybody who put themselves out for him."""
0,20120610060356Z,"""They'd be cuter if the salt & pepper sprinkled out of the holes in their necks. ;)"""
1,,"""For the record, I'm not gay, nor do I understand the attraction. \\xc2\\xa0But self righteous, despicable, vermin like you are the reason OUR Republican party is going to lose the election in November to Bozo. \\xc2\\xa0If I wasn't so disgusted with the sense of entitlement and lack of self responsibility the dems propgate, I'd vote dem. \\xc2\\xa0It's not enough for you to live and let live. \\xc2\\xa0Gays aren't hurting you. \\xc2\\xa0You have to attack their lifestyle as if it's YOUR business what they do behind closed doors. \\xc2\\xa0My guess is you're just another bible thumper, probably with gay tendencies yourself you're fighting."""
0,20120611194654Z,"""Hey, Per,... There's a big bus coming....wanna try to catch it ?"""
0,20120528223047Z,"""Trolls are a pox.\xa0 A pox on them would be like a rattlesnake trying to bite itself........."""
1,20120619045034Z,"""#nWo4Life\n#FuckTrolls"""
1,20120610120852Z,"""that bitch was dead wrong just because she had a fucked up life dont mean take someone else r.i.p. Hernandez life gone before he got to live it senseless at&t giving out Iphones for a penny fuck it let that bitch dial collect for the rest of her life she dont even deserve that much stupid bitch"""
1,20120320151838Z,"""All I have to say to you Bay is: Fuck you!"""
0,20120609222509Z,"""I haven't heard a substance argument from these Righties all year just more of the same. They blame Obama for the're woes! Here's some advice stop waiting for Government to improve your lives and make something of yourselves!!!!"""
0,20120611223957Z,"""360 Balls on your chin"""
0,20120609225445Z,"""Rob many of us including me have faced down some really tough guys that were ready,willing, capable, and trying to kill us. Some pissant guy in the hood does not qualify. You really have no idea of fear. You need to quit this fascination you have with thugs in the hood. You seem like a bright kid. Join the Corps and see how really tough you are. You will then understand that hood rats aren't really that bad.. Just in their own minds."""
0,20120529031427Z,"""gatta eat cubans....not ham...No wonder why you are nowhere close to accurate"""
0,20120619202105Z,"""CALLIOPE YOU ARE A BEAUTIFUL FLOWER AND DON'T YOU FORGET IT!!! ;w;"""
0,20120528151531Z,"""Gabby in Florida  ********* \u201cMemorial day is not a holiday its a day to remember those that fought for our freedom and those that fought and were maimed wounded and killed defending our flag the one Obama took off his campaign plane??\u201d \n*********************\n""No Flag on Obama\u2019s Plane?""\n\nPosted on August 8, 2008 \n\n<b>Question</b>: ""Did Obama replace the U.S. flag on the tail of his campaign plane with his campaign symbol?""\n\n<b>Answer</b>: ""Yes. Obama\u2019s newly designed campaign plane features the campaign\u2019s logo on the tail. \n\nHowever, <b>an image of the U.S. flag appears on the side of the plane</b>.\n\n""It is probably worth mentioning that <b>Sen. John McCain\u2019s campaign Boeing 737 plane does not feature a U.S. flag on its tail either</b>. \n\nAs these images from CNN show, it does feature one on the side of the plane near the campaign\u2019s slogan, \u201cReform. Prosperity. Peace.\u201d""\n\nhttp://www.factcheck.org/2008/08/no-flag-on-obamas-plane/"""
0,20120528202700Z,"""In fact, the stranges thing about the PC crowd is the way some of them obsessively abuse me as being autistic or at least suffering from Asperger's (though, admittedly some of them take it obsessive extremes).\n\nI wonder if the end justifies the means?\n\nPerhaps Mrs Clark would honour me with another of her ""odd"" replies?\n\nAnd share her views on such attacks with us!"""
0,20120612105525Z,"""Nazi nutcase. When you will realize jew-hatred is outdated and its for losers?\n\nWill you blame them for Blood Libel or causing both World Wars too?"""
0,20120529210441Z,"""And Barry tries to convince us he's switched to Christianity...we're not all\xa0as stupid as he looks."""
0,20120619231413Z,"""Best of luck to you, Jenn -- I know it's not easy, but it sounds like you're well on your way to a great summer!"""
0,20120611224945Z,"""@xxcorey92\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 im fucking with you that makes my dick hard\xa0 and you know what i do...i let them catch me looking at them then quickly pretend to look away and not to see them\xa0 to see there reaction ololol"""
0,20120609210845Z,"""<i>Why not vote Libertarian? Most of your progressive agenda will be fulfilled</i>\n\nHilarious."""
0,,"""What does her being a black woman have to do with it. She's a bitch, bitches get their own category in my book, race is irrelevant when dealing with unsophisticated and uncivil females."""
0,20120529230132Z,"""I'd fuck that bottom all day and all night!!! That ass is just right and that moaning will just get my dick harder. Damn..."""
